	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
51	17	247	2	0.15	768	0.01968626640460739	0	False	False	0.6828	2.1067	1.5972	0.8559	0.532	0.6743	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
52	17	247	2	0.15	768	0.01968626640460739	0	True	False	0.0065	0.0065	0.0064	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
53	17	247	2	0.15	768	0.01968626640460739	0	True	True													bert	mlp	marathi
54	18	179	1	0.01	768	0.02375156961170491	0	False	False	0.1787	2.841	1.9737	0.9822	0.5424	0.6801	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
55	18	179	1	0.01	768	0.02375156961170491	0	True	False	0.0061	0.0061	0.0061	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
56	18	179	1	0.01	768	0.02375156961170491	0	True	True													bert	mlp	marathi
57	19	137	5	0.3	768	0.028656376350145975	0	False	False	2.0539	2.6443	2.2689	0.4794	0.3469	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
58	19	137	5	0.3	768	0.028656376350145975	0	True	False	1.1444	1.1411	1.146	0.6848	0.6848	0.6848	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
59	19	137	5	0.3	768	0.028656376350145975	0	True	True													bert	mlp	marathi
60	20	786	2	0.24	768	0.03457404790277603	0	False	False	0.5276	2.1561	1.5877	0.9006	0.5774	0.6641	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
61	20	786	2	0.24	768	0.03457404790277603	0	True	False	0.0062	0.0065	0.0064	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
62	20	786	2	0.24	768	0.03457404790277603	0	True	True													bert	mlp	marathi
63	21	410	1	0.49	768	0.04171374544281356	0	False	False	0.3366	1.8293	1.4442	0.9659	0.5842	0.6864	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
64	21	410	1	0.49	768	0.04171374544281356	0	True	False	0.0475	0.0474	0.0473	0.9919	0.9919	0.9919	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
65	21	410	1	0.49	768	0.04171374544281356	0	True	True													bert	mlp	marathi
66	22	388	0	0.48	768	0.0503278228734142	0	False	False	0.6627	5.8091	3.8353	0.9066	0.5511	0.6634	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
67	22	388	0	0.48	768	0.0503278228734142	0	True	False	0.0292	0.029	0.0295	0.9917	0.9917	0.9917	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
68	22	388	0	0.48	768	0.0503278228734142	0	True	True													bert	mlp	marathi
69	23	38	2	0.4	768	0.06072074632210035	0	False	False	0.879	2.0969	1.7331	0.8418	0.5307	0.6449	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
70	23	38	2	0.4	768	0.06072074632210035	0	True	False	1.6752	1.6732	1.6754	0.6168	0.6168	0.6168	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
71	23	38	2	0.4	768	0.06072074632210035	0	True	True													bert	mlp	marathi
72	24	467	2	0.11	768	0.07325985555120318	0	False	False	0.4022	2.3974	1.7863	0.9236	0.5409	0.6938	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
73	24	467	2	0.11	768	0.07325985555120318	0	True	False	0.0062	0.0065	0.0062	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
74	24	467	2	0.11	768	0.07325985555120318	0	True	True													bert	mlp	marathi
75	25	176	4	0.05	768	0.08838834764831845	0	False	False	1.7663	3.0522	2.3665	0.5199	0.3825	0.4587	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
76	25	176	4	0.05	768	0.08838834764831845	0	True	False	0.0067	0.0067	0.0066	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
77	25	176	4	0.05	768	0.08838834764831845	0	True	True													bert	mlp	marathi
78	26	57	4	0.0	768	0.10664094190766783	0	False	False	1.996	2.6281	2.465	0.5172	0.3906	0.4008	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
79	26	57	4	0.0	768	0.10664094190766783	0	True	False	0.015	0.0151	0.0154	0.9937	0.9937	0.9937	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
80	26	57	4	0.0	768	0.10664094190766783	0	True	True													bert	mlp	marathi
81	27	968	3	0.22	768	0.12866277958043645	0	False	False	0.5823	2.3572	1.6392	0.8865	0.5266	0.6675	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
82	27	968	3	0.22	768	0.12866277958043645	0	True	False	0.0062	0.0062	0.0063	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
83	27	968	3	0.22	768	0.12866277958043645	0	True	True													bert	mlp	marathi
84	28	268	4	0.37	768	0.15523222650918542	0	False	False	2.0309	2.5264	2.1761	0.4943	0.3704	0.4359	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
85	28	268	4	0.37	768	0.15523222650918542	0	True	False	0.3961	0.3998	0.3989	0.9242	0.9242	0.9242	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
86	28	268	4	0.37	768	0.15523222650918542	0	True	True	0.5135	0.5143	0.5127	0.9048	0.9048	0.9048	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
87	29	270	0	0.04	768	0.1872883846095852	0	False	False	0.0679	4.1686	3.156	0.9929	0.5552	0.694	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
88	29	270	0	0.04	768	0.1872883846095852	0	True	False	0.0165	0.0163	0.0165	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
89	29	270	0	0.04	768	0.1872883846095852	0	True	True	0.0128	0.0128	0.0127	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
90	30	596	0	0.43	768	0.22596428459777515	0	False	False	0.4777	5.5674	3.6513	0.9281	0.5414	0.6767	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
91	30	596	0	0.43	768	0.22596428459777515	0	True	False	0.0341	0.0338	0.0338	0.9909	0.9909	0.9909	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
92	30	596	0	0.43	768	0.22596428459777515	0	True	True	0.0082	0.0081	0.0081	0.9985	0.9985	0.9985	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
93	31	694	3	0.18	768	0.2726269331663144	0	False	False	0.5852	2.4149	1.7166	0.8854	0.5417	0.6313	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
94	31	694	3	0.18	768	0.2726269331663144	0	True	False	0.0202	0.0199	0.0201	0.9932	0.9932	0.9932	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
95	31	694	3	0.18	768	0.2726269331663144	0	True	True	0.0106	0.0107	0.0107	0.9994	0.9994	0.9994	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
96	32	837	4	0.09	768	0.32892563008340914	0	False	False	0.9138	3.547	2.084	0.7855	0.5271	0.6314	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
97	32	837	4	0.09	768	0.32892563008340914	0	True	False	0.0226	0.0227	0.0229	0.9928	0.9928	0.9928	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
98	32	837	4	0.09	768	0.32892563008340914	0	True	True	0.0132	0.0133	0.0134	0.9979	0.9979	0.9979	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
99	33	487	0	0.14	768	0.3968502629920497	0	False	False	0.106	4.4058	3.1274	0.9813	0.5504	0.6835	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
100	33	487	0	0.14	768	0.3968502629920497	0	True	False	0.0189	0.0187	0.0187	0.9942	0.9942	0.9942	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
101	33	487	0	0.14	768	0.3968502629920497	0	True	True	0.0098	0.0098	0.0098	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
102	34	418	5	0.37	768	0.4788016403492869	0	False	False	1.9493	2.5206	2.1351	0.4794	0.39	0.4594	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
103	34	418	5	0.37	768	0.4788016403492869	0	True	False	0.4278	0.4272	0.4285	0.9184	0.9184	0.9184	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
104	34	418	5	0.37	768	0.4788016403492869	0	True	True	0.5873	0.593	0.5943	0.8618	0.8618	0.8618	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
105	35	407	5	0.35000000000000003	768	0.577676348436136	0	False	False	2.0356	2.6571	2.2427	0.488	0.3775	0.4429	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
106	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	False	0.4558	0.4555	0.4555	0.904	0.904	0.904	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
107	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	True	0.4046	0.4041	0.4058	0.9288	0.9288	0.9288	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
108	36	657	2	0.11	768	0.6969691317244994	0	False	False	0.2687	2.7142	1.8649	0.9577	0.5546	0.6778	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
109	36	657	2	0.11	768	0.6969691317244994	0	True	False	0.01	0.01	0.01	0.9946	0.9946	0.9946	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
110	36	657	2	0.11	768	0.6969691317244994	0	True	True	0.0024	0.0024	0.0024	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
111	37	442	1	0.41	768	0.8408964152537145	0	False	False	0.5029	1.9541	1.467	0.9348	0.5656	0.6851	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
112	37	442	1	0.41	768	0.8408964152537145	0	True	False	0.0286	0.0285	0.0285	0.9932	0.9932	0.9932	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
113	37	442	1	0.41	768	0.8408964152537145	0	True	True	0.01	0.0099	0.0099	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
114	38	398	4	0.23	768	1.0145453349375229	0	False	False	1.8135	2.6545	2.1228	0.5128	0.3566	0.4568	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
115	38	398	4	0.23	768	1.0145453349375229	0	True	False	0.0497	0.0494	0.05	0.9897	0.9897	0.9897	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
116	38	398	4	0.23	768	1.0145453349375229	0	True	True	0.0431	0.0431	0.0432	0.9945	0.9945	0.9945	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
117	39	369	4	0.29	768	1.2240535433046549	0	False	False	1.8402	2.5702	2.1363	0.5045	0.3699	0.4755	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
118	39	369	4	0.29	768	1.2240535433046549	0	True	False	0.12	0.1191	0.1182	0.9766	0.9766	0.9766	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
119	39	369	4	0.29	768	1.2240535433046549	0	True	True	0.1685	0.1673	0.1663	0.9661	0.9661	0.9661	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
120	40	75	4	0.33	768	1.4768261459394991	0	False	False	1.5023	2.4408	2.0849	0.6603	0.4373	0.5668	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
121	40	75	4	0.33	768	1.4768261459394991	0	True	False	1.3154	1.3187	1.3179	0.699	0.699	0.699	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
122	40	75	4	0.33	768	1.4768261459394991	0	True	True	1.6055	1.614	1.6071	0.7132	0.7132	0.7132	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
123	41	179	0	0.02	768	1.7817974362806772	0	False	False	0.0709	4.1848	3.2346	0.995	0.5531	0.6754	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
124	41	179	0	0.02	768	1.7817974362806772	0	True	False	0.0289	0.0294	0.0293	0.9944	0.9944	0.9944	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
125	41	179	0	0.02	768	1.7817974362806772	0	True	True	0.0153	0.0153	0.0153	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
126	42	442	4	0.19	768	2.1497466798413916	0	False	False	1.5146	2.8933	2.2092	0.6065	0.4343	0.5429	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
127	42	442	4	0.19	768	2.1497466798413916	0	True	False	0.0325	0.0321	0.0326	0.9935	0.9935	0.9935	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
128	42	442	4	0.19	768	2.1497466798413916	0	True	True	0.0215	0.0216	0.0215	0.9985	0.9985	0.9985	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
129	43	111	1	0.22	768	2.5936791093020197	0	False	False	0.8007	1.933	1.4989	0.844	0.5573	0.6947	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
130	43	111	1	0.22	768	2.5936791093020197	0	True	False	0.0426	0.0424	0.043	0.9926	0.9926	0.9926	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
131	43	111	1	0.22	768	2.5936791093020197	0	True	True	0.021	0.0211	0.0213	0.9998	0.9998	0.9998	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
132	44	242	1	0.45	768	3.1292855968155457	0	False	False	0.9449	1.8594	1.5482	0.825	0.5747	0.6825	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
133	44	242	1	0.45	768	3.1292855968155457	0	True	False	0.1305	0.1308	0.1307	0.9832	0.983	0.983	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
134	44	242	1	0.45	768	3.1292855968155457	0	True	True	0.0744	0.074	0.0739	0.9985	0.9985	0.9985	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
135	45	107	3	0.21	768	3.775497250726772	0	False	False	1.8266	2.4614	2.0787	0.5616	0.4219	0.4945	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
136	45	107	3	0.21	768	3.775497250726772	0	True	False	0.3514	0.3508	0.3515	0.9361	0.9361	0.936	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
137	45	107	3	0.21	768	3.775497250726772	0	True	True	0.3699	0.3689	0.3699	0.9422	0.9422	0.9422	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
138	46	150	2	0.2	768	4.555154539026766	0	False	False	1.0028	2.0117	1.5405	0.7897	0.5274	0.6535	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
139	46	150	2	0.2	768	4.555154539026766	0	True	False	0.0493	0.0488	0.0491	0.9911	0.9911	0.9911	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
140	46	150	2	0.2	768	4.555154539026766	0	True	True	0.0309	0.0309	0.0311	0.9987	0.9987	0.9987	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
141	47	38	1	0.2	768	5.495814589832351	0	False	False	1.1686	1.9399	1.6339	0.7546	0.5091	0.6443	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
142	47	38	1	0.2	768	5.495814589832351	0	True	False	0.2634	0.2616	0.2623	0.9766	0.9766	0.9766	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
143	47	38	1	0.2	768	5.495814589832351	0	True	True	0.5404	0.541	0.5393	0.9558	0.9558	0.9558	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
144	48	248	1	0.49	768	6.6307252030723465	0	False	False	0.3512	1.8414	1.3865	0.9595	0.6059	0.6933	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
145	48	248	1	0.49	768	6.6307252030723465	0	True	False	0.1982	0.1975	0.1979	0.9749	0.9749	0.9749	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
146	48	248	1	0.49	768	6.6307252030723465	0	True	True	0.1476	0.1474	0.1475	0.9938	0.9938	0.9938	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
147	49	670	0	0.45	768	8.0	0	False	False	0.4944	5.5613	3.5742	0.9271	0.5414	0.6735	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
148	49	670	0	0.45	768	8.0	0	True	False	0.0368	0.0368	0.0362	0.9896	0.9896	0.9896	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
149	49	670	0	0.45	768	8.0	0	True	True	0.0206	0.0205	0.0204	0.9969	0.9969	0.9969	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	marathi
0	0	776	0	0.15	300	0.0	1	False	False	1.3512	2.6827	2.1396	0.7476	0.3853	0.5207	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
1	0	776	0	0.15	300	0.0	1	True	False	1.2474	1.2501	1.2508	0.744	0.7444	0.7446	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
2	0	776	0	0.15	300	0.0	1	True	True													fast	mlp	marathi
3	1	433	2	0.27	300	0.0009765625	0	False	False	1.9507	2.5199	2.1503	0.5134	0.3469	0.4558	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
4	1	433	2	0.27	300	0.0009765625	0	True	False	0.8199	0.8187	0.8173	0.7818	0.7818	0.7818	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
5	1	433	2	0.27	300	0.0009765625	0	True	True													fast	mlp	marathi
6	2	310	5	0.5	300	0.0011782270808598852	0	False	False	2.1464	2.6218	2.2411	0.4746	0.3489	0.5094	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
7	2	310	5	0.5	300	0.0011782270808598852	0	True	False	1.9974	2.0018	2.002	0.5039	0.5039	0.504	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
8	2	310	5	0.5	300	0.0011782270808598852	0	True	True													fast	mlp	marathi
9	3	300	1	0.44	300	0.001421536311369323	0	False	False	1.4334	2.4463	1.9134	0.6999	0.4223	0.5478	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
10	3	300	1	0.44	300	0.001421536311369323	0	True	False	0.8756	0.8772	0.875	0.7775	0.777	0.7776	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
11	3	300	1	0.44	300	0.001421536311369323	0	True	True													fast	mlp	marathi
12	4	1009	2	0.1	300	0.0017150900003645502	0	False	False	1.3885	2.7324	2.0619	0.6845	0.3976	0.5403	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
13	4	1009	2	0.1	300	0.0017150900003645502	0	True	False	0.8182	0.8191	0.8188	0.7835	0.7827	0.7831	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
14	4	1009	2	0.1	300	0.0017150900003645502	0	True	True													fast	mlp	marathi
15	5	657	3	0.5	300	0.0020692638561704995	0	False	False	1.6139	2.5439	1.8915	0.622	0.4019	0.5817	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
16	5	657	3	0.5	300	0.0020692638561704995	0	True	False	0.8555	0.8566	0.8569	0.7779	0.7776	0.7781	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
17	5	657	3	0.5	300	0.0020692638561704995	0	True	True													fast	mlp	marathi
18	6	455	2	0.49	300	0.0024965762178914648	0	False	False	1.7606	2.4183	1.9454	0.59	0.4295	0.534	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
19	6	455	2	0.49	300	0.0024965762178914648	0	True	False	0.8501	0.8493	0.8497	0.7789	0.7792	0.7792	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
20	6	455	2	0.49	300	0.0024965762178914648	0	True	True													fast	mlp	marathi
21	7	103	1	0.44	300	0.0030121305183748843	0	False	False	1.5127	2.4147	1.9131	0.6811	0.4223	0.5483	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
22	7	103	1	0.44	300	0.0030121305183748843	0	True	False	1.1563	1.1548	1.1574	0.7552	0.7557	0.7557	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
23	7	103	1	0.44	300	0.0030121305183748843	0	True	True													fast	mlp	marathi
24	8	203	4	0.05	300	0.0036341491177818244	0	False	False	2.1387	2.663	2.2923	0.4847	0.3835	0.4548	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
25	8	203	4	0.05	300	0.0036341491177818244	0	True	False	0.8519	0.8533	0.8534	0.7796	0.7797	0.7797	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
26	8	203	4	0.05	300	0.0036341491177818244	0	True	True													fast	mlp	marathi
27	9	150	4	0.02	300	0.004384617376208487	0	False	False	2.2521	2.728	2.3347	0.4702	0.3562	0.446	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
28	9	150	4	0.02	300	0.004384617376208487	0	True	False	0.8787	0.8757	0.8776	0.778	0.7776	0.7781	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
29	9	150	4	0.02	300	0.004384617376208487	0	True	True													fast	mlp	marathi
30	10	72	3	0.23	300	0.005290060730222237	0	False	False	2.1044	2.5812	2.2281	0.4867	0.3708	0.4702	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
31	10	72	3	0.23	300	0.005290060730222237	0	True	False	1.5766	1.5832	1.5805	0.6351	0.6349	0.6352	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
32	10	72	3	0.23	300	0.005290060730222237	0	True	True													fast	mlp	marathi
33	11	467	3	0.31	300	0.006382482239223045	0	False	False	2.0191	2.5722	2.1593	0.4766	0.3597	0.4903	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
34	11	467	3	0.31	300	0.006382482239223045	0	True	False	0.8285	0.8299	0.8267	0.7794	0.7788	0.7792	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
35	11	467	3	0.31	300	0.006382482239223045	0	True	True													fast	mlp	marathi
36	12	377	0	0.37	300	0.007700493739376463	0	False	False	1.4781	2.6567	2.1558	0.7355	0.3992	0.5208	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
37	12	377	0	0.37	300	0.007700493739376463	0	True	False	1.544	1.5463	1.5443	0.7015	0.7019	0.7019	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
38	12	377	0	0.37	300	0.007700493739376463	0	True	True													fast	mlp	marathi
39	13	436	2	0.25	300	0.009290680585958758	0	False	False	1.909	2.5406	2.1038	0.5149	0.3867	0.4843	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
40	13	436	2	0.25	300	0.009290680585958758	0	True	False	0.8212	0.8193	0.8214	0.7802	0.7808	0.7808	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
41	13	436	2	0.25	300	0.009290680585958758	0	True	True													fast	mlp	marathi
42	14	382	2	0.41	300	0.011209248221179687	0	False	False	1.6884	2.4469	1.9236	0.6214	0.4095	0.5587	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
43	14	382	2	0.41	300	0.011209248221179687	0	True	False	0.8362	0.8353	0.8364	0.781	0.7804	0.781	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
44	14	382	2	0.41	300	0.011209248221179687	0	True	True													fast	mlp	marathi
45	15	326	3	0.09	300	0.01352400876572098	0	False	False	1.8947	2.6732	2.197	0.5126	0.3434	0.4737	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
46	15	326	3	0.09	300	0.01352400876572098	0	True	False	0.8187	0.8175	0.8199	0.7838	0.7838	0.7838	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
47	15	326	3	0.09	300	0.01352400876572098	0	True	True													fast	mlp	marathi
48	16	326	2	0.02	300	0.01631677785042834	0	False	False	1.7548	2.7366	2.1586	0.5557	0.3505	0.5	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
49	16	326	2	0.02	300	0.01631677785042834	0	True	False	0.8158	0.8142	0.8159	0.7836	0.7828	0.783	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
50	16	326	2	0.02	300	0.01631677785042834	0	True	True													fast	mlp	marathi
51	17	247	2	0.15	300	0.01968626640460739	0	False	False	1.4558	2.5876	1.9913	0.6678	0.4122	0.5324	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
52	17	247	2	0.15	300	0.01968626640460739	0	True	False	0.8199	0.8187	0.8193	0.7798	0.7794	0.7798	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
53	17	247	2	0.15	300	0.01968626640460739	0	True	True													fast	mlp	marathi
54	18	179	1	0.01	300	0.02375156961170491	0	False	False	1.871	2.6685	2.2221	0.5427	0.3989	0.4845	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
55	18	179	1	0.01	300	0.02375156961170491	0	True	False	0.8195	0.8193	0.8164	0.7801	0.7796	0.7802	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
56	18	179	1	0.01	300	0.02375156961170491	0	True	True													fast	mlp	marathi
57	19	137	5	0.3	300	0.028656376350145975	0	False	False	2.2129	2.6855	2.2872	0.4777	0.3448	0.4398	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
58	19	137	5	0.3	300	0.028656376350145975	0	True	False	1.8977	1.8984	1.9007	0.5399	0.5399	0.5399	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
59	19	137	5	0.3	300	0.028656376350145975	0	True	True													fast	mlp	marathi
60	20	786	2	0.24	300	0.03457404790277603	0	False	False	1.632	2.5072	1.9196	0.6318	0.4179	0.5577	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
61	20	786	2	0.24	300	0.03457404790277603	0	True	False	0.8208	0.8193	0.8185	0.7826	0.783	0.7826	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
62	20	786	2	0.24	300	0.03457404790277603	0	True	True													fast	mlp	marathi
63	21	410	1	0.49	300	0.04171374544281356	0	False	False	1.6012	2.4295	1.9691	0.6526	0.4147	0.5508	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
64	21	410	1	0.49	300	0.04171374544281356	0	True	False	0.9799	0.9798	0.9791	0.773	0.7734	0.7733	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
65	21	410	1	0.49	300	0.04171374544281356	0	True	True													fast	mlp	marathi
66	22	388	0	0.48	300	0.0503278228734142	0	False	False	1.6502	2.6648	2.2157	0.709	0.3785	0.4978	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
67	22	388	0	0.48	300	0.0503278228734142	0	True	False	1.8372	1.8369	1.8364	0.6603	0.6606	0.6608	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
68	22	388	0	0.48	300	0.0503278228734142	0	True	True													fast	mlp	marathi
